Tamaño,Base_de_datos,Ejecucion,Tiempo_simple_ms,Tiempo_agregado_ms,Throughput_req_s,CPU_%,Memoria_MiB,IO_MB_s,Almacenamiento_MB
Medium,ColumnStore,results_20251121_234846,13096.0,3345.0,0.34974818130945723,14.60217391304348,2839.1108695652174,1728.5514893617017,1331.2
Medium,ColumnStore,results_20251121_234944,14286.0,3470.0,0.35648082133181236,14.138297872340425,2874.4042553191484,1338.73,1331.2
Medium,ColumnStore,results_20251121_235042,13861.0,3418.0,0.35892466171350634,12.660869565217391,2836.884782608696,10.807608695652174,1331.2
Medium,ColumnStore,results_20251121_235140,13443.0,3411.0,0.3709473996587284,12.331111111111111,2824.3533333333335,11.137391304347824,1331.2
Medium,ColumnStore,results_20251121_235236,15291.0,6115.0,0.33723400667723336,17.048076923076927,2857.9596153846164,10.669056603773585,1331.2
Big,Influx,results_20251121_194930,149033.00000000003,2059.0,1.0748065348237317,17.093525179856115,2497.391366906475,1.7743262411347518,2150.4
Big,Influx,results_20251121_195223,178687.0,3880.0,0.6344775077723495,14.614906832298137,2322.9316770186338,1.4657647058823529,2150.4
Big,Influx,results_20251121_195554,143938.0,3036.0,0.5385319618719371,17.365693430656933,2448.6372262773716,1.3118115942028985,2150.4
Big,Influx,results_20251121_195852,134868.0,4212.0,0.6063913649869626,17.649242424242424,2327.659090909091,1.475839416058394,2150.4
Big,Influx,results_20251121_200141,134349.0,3443.0,0.7741735697143299,18.646564885496183,2477.052671755725,1.1893382352941178,2150.4
Big,Influx,results_20251121_200425,141556.0,3846.0,0.583975706610605,19.119858156028368,2493.150354609929,1.5725517241379312,2150.4
Big,Influx,results_20251121_200721,129197.0,3236.0,0.6667555674089879,18.77578125,2453.61484375,1.292781954887218,2150.4
Big,Influx,results_20251121_201001,136937.0,3145.0,0.5794749956539375,18.86222222222222,2471.434814814815,1.3377857142857144,2150.4
Big,Influx,results_20251121_201251,148892.0,3082.0,0.6463288521199586,16.766197183098594,2519.101408450704,1.2348648648648648,2150.4
Big,Influx,results_20251121_201551,139649.0,2621.0,0.6293266205160478,19.06766917293233,2467.265413533835,1.5356521739130435,2150.4
Big,Influx,results_20251121_201842,134825.0,2677.0,0.5643340857787811,22.5,2487.4100000000003,38.0109219858156,2150.4
Big,Influx,results_20251121_202130,159180.0,3167.0,0.7691124442393478,17.82434210526316,2430.125,1.1624516129032259,2150.4
Big,Influx,results_20251121_202438,148216.0,3272.0,0.7433286255853713,17.58169014084507,2418.5373239436617,1.5582550335570473,2150.4
Big,Influx,results_20251121_202736,150303.0,3545.0,0.6038282712396594,16.02307692307692,2332.2727272727275,1.2979591836734694,2150.4
Big,Influx,results_20251121_203039,130334.0,2858.0,0.6586313640255549,18.795121951219514,2492.191869918699,1.309765625,2150.4
Big,Influx,results_20251121_203320,150855.0,4242.0,0.7857311228097745,16.887323943661972,2535.7450704225353,1.4441780821917807,2150.4
Big,Influx,results_20251121_203621,130787.0,3039.0,0.6899882701994066,18.954761904761902,2404.605555555556,1.2278461538461538,2150.4
Big,Influx,results_20251121_203902,130594.0,2883.0,0.8136034496786266,17.551908396946565,2348.1511450381677,1.3755970149253731,2150.4
Big,Influx,results_20251121_204140,166429.0,2565.0,0.7022965095863474,18.79620253164557,2338.0417721518993,1.0482208588957056,2150.4
Big,Influx,results_20251121_204456,145209.0,2503.0,0.7100759781296598,17.192753623188405,2420.438405797102,1.0732394366197184,2150.4
Big,Influx,results_20251121_204751,152902.0,2555.0,0.6073858114674442,18.93741496598639,2503.1680272108847,1.343288590604027,2150.4
Big,Influx,results_20251121_205056,142948.0,3040.0,0.7751337105650725,20.106338028169013,2492.8901408450706,1.1313793103448277,2150.4
Big,Influx,results_20251121_205347,140742.0,2473.0,0.6195786864931846,18.763703703703705,2429.357777777778,1.2055714285714285,2150.4
Big,Influx,results_20251121_205639,152615.0,2555.0,0.7108330963889679,17.43065693430657,2409.1591240875914,1.1595804195804196,2150.4
Big,Influx,results_20251121_205941,147181.0,2448.0,0.6474168069403082,19.66788321167883,2490.869343065693,1.2497202797202798,2150.4
Big,Influx,results_20251121_210240,130610.99999999999,2414.0,0.7971303308090872,18.16115702479339,2406.0900826446277,1.833939393939394,2150.4
Big,Influx,results_20251121_210519,142975.0,2425.0,1.1716461628588166,14.488461538461538,2505.7346153846156,1.1522302158273383,2150.4
Big,Influx,results_20251121_210806,166515.0,3002.0,0.6987631891551953,16.967741935483872,2530.261290322581,1.0905555555555555,2150.4
Big,Influx,results_20251121_211122,131946.0,2970.0,0.7156147130385001,17.38230769230769,2503.193076923077,1.0832330827067669,2150.4
